CQS Symbol,ETF,Financial Status,Listing Exchange,Market Category,NASDAQ Symbol,Nasdaq Traded,NextShares,Round Lot Size,Security Name,Symbol,Test Issue
UWMC.WS,N,"",N, ,UWMC+,Y,N,100,UWM Holdings Corporation Warrant,UWMC.W,N
UXI,Y,"",P, ,UXI,Y,N,100,ProShares Ultra Industrials,UXI,N
"",N,N,Q,Q,UXIN,Y,N,100,Uxin Limited - American Depositary Shares,UXIN,N
UYG,Y,"",P, ,UYG,Y,N,100,ProShares Ultra Financials,UYG,N
UYLD,Y,"",P, ,UYLD,Y,N,100,Angel Oak Funds Trust Angel Oak UltraShort Income ETF,UYLD,N
UYM,Y,"",P, ,UYM,Y,N,100,ProShares Ultra Basic Materials,UYM,N
UZD,N,"",N, ,UZD,Y,N,100,United States Cellular Corporation 6.250% Senior Notes due 2069,UZD,N
UZE,N,"",N, ,UZE,Y,N,100,United States Cellular Corporation 5.500% Senior Notes due 2070,UZE,N
UZF,N,"",N, ,UZF,Y,N,100,United States Cellular Corporation 5.500% Senior Notes due 2070,UZF,N
V,N,"",N, ,V,Y,N,100,Visa Inc.,V,N
"",N,N,Q,S,VABK,Y,N,100,Virginia National Bankshares Corporation - Common Stock,VABK,N
VABS,Y,"",P, ,VABS,Y,N,100,Virtus Newfleet ABS/MBS ETF,VABS,N
VAC,N,"",N, ,VAC,Y,N,100,Marriott Vacations Worldwide Corporation Common Stock,VAC,N
"",N,N,Q,G,VACC,Y,N,100,Vaccitech plc - American Depositary Shares,VACC,N
VAL,N,"",N, ,VAL,Y,N,100,Valaris Limited Common Shares,VAL,N
VAL.WS,N,"",N, ,VAL+,Y,N,100,Valaris Limited Warrants,VAL.W,N
VALE,N,"",N, ,VALE,Y,N,100,VALE S.A.  American Depositary Shares Each Representing one common share,VALE,N
"",N,N,Q,Q,VALN,Y,N,100,Valneva SE - American Depositary Shares,VALN,N
VALQ,Y,"",P, ,VALQ,Y,N,100,American Century STOXX U.S. Quality Value ETF,VALQ,N
VALT,Y,"",P, ,VALT,Y,N,100,ETFMG Sit Ultra Short ETF,VALT,N
"",N,N,Q,S,VALU,Y,N,100,"Value Line, Inc. - Common Stock",VALU,N
VAMO,Y,"",Z, ,VAMO,Y,N,100,Cambria ETF Trust Cambria Value and Momentum ETF,VAMO,N
"",N,N,Q,S,VANI,Y,N,100,"Vivani Medical, Inc.  - Common Stock",VANI,N
VAPO,N,"",N, ,VAPO,Y,N,100,"Vapotherm, Inc. Common Stock",VAPO,N
"",N,N,Q,S,VAQC,Y,N,100,Vector Acquisition Corporation II - Class A Ordinary Shares,VAQC,N
VATE,N,"",N, ,VATE,Y,N,100,INNOVATE Corp. Common Stock,VATE,N
VAW,Y,"",P, ,VAW,Y,N,100,Vanguard Materials ETF,VAW,N
"",N,N,Q,G,VAXX,Y,N,100,"Vaxxinity, Inc. - Class A Common Stock",VAXX,N
VB,Y,"",P, ,VB,Y,N,100,Vanguard Small-Cap ETF,VB,N
VBF,N,"",N, ,VBF,Y,N,100,Invesco Bond Fund Common Stock,VBF,N
"",N,N,Q,S,VBFC,Y,N,100,Village Bank and Trust Financial Corp. - Common Stock,VBFC,N
"",N,D,Q,S,VBIV,Y,N,100,"VBI Vaccines, Inc. - Ordinary Shares",VBIV,N
VBK,Y,"",P, ,VBK,Y,N,100,Vanguard Small-Cap Growth ETF,VBK,N
"",N,D,Q,G,VBLT,Y,N,100,Vascular Biogenics Ltd. - Ordinary Shares,VBLT,N
VBND,Y,"",P, ,VBND,Y,N,100,Vident U.S. Bond Strategy ETF,VBND,N
"",N,N,Q,Q,VBNK,Y,N,100,VersaBank - Common Shares,VBNK,N
"",N,N,Q,G,VBOC,Y,N,100,Viscogliosi Brothers Acquisition Corp - Common Stock,VBOC,N
"",N,N,Q,G,VBOCU,Y,N,100,Viscogliosi Brothers Acquisition Corp - Unit,VBOCU,N
"",N,N,Q,G,VBOCW,Y,N,100,Viscogliosi Brothers Acquisition Corp - Warrant,VBOCW,N
VBR,Y,"",P, ,VBR,Y,N,100,Vanguard Small-Cap Value ETF,VBR,N
"",N,N,Q,G,VBTX,Y,N,100,"Veritex Holdings, Inc. - Common Stock",VBTX,N
"",N,N,Q,Q,VC,Y,N,100,Visteon Corporation - Common Stock,VC,N
VCAR,Y,"",P, ,VCAR,Y,N,100,Simplify Volt RoboCar Disruption and Tech ETF,VCAR,N
VCEB,Y,"",Z, ,VCEB,Y,N,100,Vanguard World Funds ETF,VCEB,N
"",N,N,Q,G,VCEL,Y,N,100,Vericel Corporation - Common Stock,VCEL,N
VCIF,N,"",N, ,VCIF,Y,N,100,Vertical Capital Income Fund Common Shares of Beneficial Interest,VCIF,N
"",Y,N,Q,G,VCIT,Y,N,100,Vanguard Intermediate-Term Corporate Bond ETF,VCIT,N
VCLN,Y,"",P, ,VCLN,Y,N,100,Virtus Duff & Phelps Clean Energy ETF,VCLN,N
VCLO,Y,"",P, ,VCLO,Y,N,100,Simplify Volt Cloud and Cybersecurity Disruption ETF,VCLO,N
"",Y,N,Q,G,VCLT,Y,N,100,Vanguard Long-Term Corporate Bond ETF,VCLT,N
"",N,D,Q,S,VCNX,Y,N,100,"Vaccinex, Inc. - Common Stock",VCNX,N
VCR,Y,"",P, ,VCR,Y,N,100,Vanguard Consumer Discretion ETF,VCR,N
"",N,N,Q,Q,VCSA,Y,N,100,"Vacasa, Inc. - Class A Common Stock",VCSA,N
"",Y,N,Q,G,VCSH,Y,N,100,Vanguard Short-Term Corporate Bond ETF,VCSH,N
"",N,N,Q,Q,VCTR,Y,N,100,"Victory Capital Holdings, Inc. - Common Stock",VCTR,N
VCV,N,"",N, ,VCV,Y,N,100,Invesco California Value Municipal Income Trust Common Stock,VCV,N
"",N,N,Q,S,VCXA,Y,N,100,10X Capital Venture Acquisition Corp. II - Class A Ordinary Share,VCXA,N
"",N,N,Q,S,VCXAU,Y,N,100,10X Capital Venture Acquisition Corp. II - Unit,VCXAU,N
"",N,N,Q,S,VCXAW,Y,N,100,10X Capital Venture Acquisition Corp. II - Warrant,VCXAW,N
VCXB,N,"",N, ,VCXB,Y,N,100,10X Capital Venture Acquisition Corp. III Class A Ordinary Shares,VCXB,N
VCXB.U,N,"",N, ,VCXB=,Y,N,100,"10X Capital Venture Acquisition Corp. III Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",VCXB.U,N
VCXB.WS,N,"",N, ,VCXB+,Y,N,100,"10X Capital Venture Acquisition Corp. III Redeemable warrants, each whole warrant exercisable for one Class A ordinary share, each at an exercise price of $11.50 per share",VCXB.W,N
"",N,N,Q,G,VCYT,Y,N,100,"Veracyte, Inc. - Common Stock",VCYT,N
VDC,Y,"",P, ,VDC,Y,N,100,Vanguard Consumer Staples ETF,VDC,N
VDE,Y,"",P, ,VDE,Y,N,100,Vanguard Energy ETF,VDE,N
VDNI,Y,"",P, ,VDNI,Y,N,100,V-Shares US Leadership Diversity ETF,VDNI,N
VEA,Y,"",P, ,VEA,Y,N,100,Vanguard FTSE Developed Markets ETF,VEA,N
"",N,N,Q,Q,VECO,Y,N,100,Veeco Instruments Inc. - Common Stock,VECO,N
"",N,N,Q,Q,VECT,Y,N,100,VectivBio Holding AG - Ordinary Shares,VECT,N
"",N,D,Q,S,VEDU,Y,N,100,Visionary Education Technology Holdings Group Inc. - Common Shares,VEDU,N
"",N,N,Q,S,VEEE,Y,N,100,Twin Vee PowerCats Co. - Common Stock,VEEE,N
VEEV,N,"",N, ,VEEV,Y,N,100,Veeva Systems Inc. Class A Common Stock,VEEV,N
VEGA,Y,"",P, ,VEGA,Y,N,100,AdvisorShares STAR Global Buy-Write ETF,VEGA,N
VEGI,Y,"",P, ,VEGI,Y,N,100,iShares MSCI Agriculture Producers ETF,VEGI,N
VEGN,Y,"",Z, ,VEGN,Y,N,100,US Vegan Climate Index,VEGN,N
VEL,N,"",N, ,VEL,Y,N,100,"Velocity Financial, Inc. Common Stock",VEL,N
VEMY,Y,"",P, ,VEMY,Y,N,100,Virtus ETF Trust II Virtus Stone Harbor Emerging Markets High Yield Bond ETF,VEMY,N
"",N,D,Q,S,VEON,Y,N,100,VEON Ltd. - American Depositary Shares,VEON,N
"",N,N,Q,G,VERA,Y,N,100,"Vera Therapeutics, Inc. - Class A Common Stock",VERA,N
"",N,D,Q,S,VERB,Y,N,100,"Verb Technology Company, Inc. - Common Stock",VERB,N
"",N,N,Q,S,VERBW,Y,N,100,"Verb Technology Company, Inc. - Warrant",VERBW,N
"",N,N,Q,G,VERI,Y,N,100,"Veritone, Inc. - Common Stock",VERI,N
"",N,D,Q,S,VERO,Y,N,100,Venus Concept Inc.  - Common Stock,VERO,N
VERS,Y,"",P, ,VERS,Y,N,100,ProShares Trust ProShares Metaverse ETF,VERS,N
"",N,N,Q,S,VERU,Y,N,100,Veru Inc. - Common Stock,VERU,N
"",N,N,Q,Q,VERV,Y,N,100,"Verve Therapeutics, Inc. - Common Stock",VERV,N
"",N,N,Q,G,VERX,Y,N,100,"Vertex, Inc. - Class A Common Stock",VERX,N
"",N,N,Q,S,VERY,Y,N,100,"Vericity, Inc. - Common Stock",VERY,N
VET,N,"",N, ,VET,Y,N,100,Vermilion Energy Inc. Common (Canada),VET,N
VEU,Y,"",P, ,VEU,Y,N,100,Vanguard FTSE All World Ex US ETF,VEU,N
"",N,N,Q,S,VEV,Y,N,100,Vicinity Motor Corp. - Common Stock,VEV,N
VFC,N,"",N, ,VFC,Y,N,100,V.F. Corporation Common Stock,VFC,N
"",N,N,Q,S,VFF,Y,N,100,"Village Farms International, Inc. - Common Shares",VFF,N
VFH,Y,"",P, ,VFH,Y,N,100,Vanguard Financials ETF,VFH,N
VFL,N,"",A, ,VFL,Y,N,100,Delaware Investments National Municipal Income Fund Common Stock,VFL,N
VFMF,Y,"",Z, ,VFMF,Y,N,100,Vanguard U.S. Multifactor ETF,VFMF,N
VFMO,Y,"",Z, ,VFMO,Y,N,100,Vanguard U.S. Momentum Factor ETF,VFMO,N
VFMV,Y,"",Z, ,VFMV,Y,N,100,Vanguard U.S. Minimum Volatility ETF,VFMV,N
VFQY,Y,"",Z, ,VFQY,Y,N,100,Vanguard U.S. Quality Factor ETF,VFQY,N
VFVA,Y,"",Z, ,VFVA,Y,N,100,Vanguard U.S. Value Factor ETF,VFVA,N
"",N,D,Q,S,VGFC,Y,N,100,The Very Good Food Company Inc. - Common Shares,VGFC,N
VGI,N,"",N, ,VGI,Y,N,100,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,VGI,N
"",Y,N,Q,G,VGIT,Y,N,100,Vanguard Intermediate-Term Treasury ETF,VGIT,N
VGK,Y,"",P, ,VGK,Y,N,100,Vanguard FTSEEuropean ETF,VGK,N
"",Y,N,Q,G,VGLT,Y,N,100,Vanguard Long-Treasury ETF,VGLT,N
VGM,N,"",N, ,VGM,Y,N,100,Invesco Trust for Investment Grade Municipals Common Stock (DE),VGM,N
VGR,N,"",N, ,VGR,Y,N,100,Vector Group Ltd. Common Stock,VGR,N
"",Y,N,Q,G,VGSH,Y,N,100,Vanguard Short-Term Treasury ETF,VGSH,N
VGT,Y,"",P, ,VGT,Y,N,100,Vanguard Information Tech ETF,VGT,N
VGZ,N,"",A, ,VGZ,Y,N,100,Vista Gold Corp Common Stock,VGZ,N
VHAQ,N,"",A, ,VHAQ,Y,N,100,Viveon Health Acquisition Corp. Common Stock,VHAQ,N
VHAQr,N,"",A, ,VHAQ^,Y,N,100,"Viveon Health Acquisition Corp. Rights, each exchangeable into one-twentieth of a share of Common Stock",VHAQ.R,N
VHAQ.U,N,"",A, ,VHAQ=,Y,N,100,"Viveon Health Acquisition Corp. Units, each consisting of one share of common stock, one Warrant entitling the holder to purchase one-half of a share of common stock, and one right to receive one-twentieth of a share of common stock",VHAQ.U,N
VHAQ.WS,N,"",A, ,VHAQ+,Y,N,100,Viveon Health Acquisition Corp. Warrants to purchase one-half of a share of common stock at a price of $11.50 per whole share,VHAQ.W,N
VHC,N,"",N, ,VHC,Y,N,100,VirnetX Holding Corp Common Stock,VHC,N
VHI,N,"",N, ,VHI,Y,N,100,"Valhi, Inc. Common Stock",VHI,N
"",N,N,Q,G,VHNA,Y,N,100,Vahanna Tech Edge Acquisition I Corp. - Class A Ordinary Shares,VHNA,N
"",N,N,Q,G,VHNAU,Y,N,100,Vahanna Tech Edge Acquisition I Corp. - Units,VHNAU,N
"",N,N,Q,G,VHNAW,Y,N,100,Vahanna Tech Edge Acquisition I Corp. - Warrants,VHNAW,N
VHT,Y,"",P, ,VHT,Y,N,100,Vanguard Health Care ETF,VHT,N
"",N,N,Q,Q,VIA,Y,N,100,"Via Renewables, Inc. - Class A Common Stock",VIA,N
VIAO,N,"",N, ,VIAO,Y,N,100,"VIA optronics AG American Depositary Shares, each representing one-fifth of an Ordinary Share",VIAO,N
"",N,N,Q,Q,VIASP,Y,N,100,"Via Renewables, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",VIASP,N
"",N,N,Q,Q,VIAV,Y,N,100,Viavi Solutions Inc. - Common Stock,VIAV,N
VICE,Y,"",P, ,VICE,Y,N,100,AdvisorShares Trust AdvisorShares Vice ETF,VICE,N
VICI,N,"",N, ,VICI,Y,N,100,VICI Properties Inc. Common Stock,VICI,N
"",N,N,Q,Q,VICR,Y,N,100,Vicor Corporation - Common Stock,VICR,N
VIDI,Y,"",P, ,VIDI,Y,N,100,Vident International Equity Strategy ETF,VIDI,N
"",N,N,Q,G,VIEW,Y,N,100,"View, Inc. - Class A Common Stock",VIEW,N
"",N,N,Q,G,VIEWW,Y,N,100,"View, Inc. - Warrant",VIEWW,N
VIG,Y,"",P, ,VIG,Y,N,100,Vanguard Div Appreciation ETF,VIG,N
"",Y,N,Q,G,VIGI,Y,N,100,Vanguard International Dividend Appreciation ETF,VIGI,N
"",N,N,Q,Q,VIGL,Y,N,100,"Vigil Neuroscience, Inc. - Common Stock",VIGL,N
"",N,N,Q,S,VII,Y,N,100,7GC & Co. Holdings Inc. - Class A common stock,VII,N
"",N,N,Q,S,VIIAU,Y,N,100,7GC & Co. Holdings Inc. - Unit,VIIAU,N
"",N,N,Q,S,VIIAW,Y,N,100,7GC & Co. Holdings Inc. - Warrant,VIIAW,N
"",N,N,Q,S,VINC,Y,N,100,"Vincerx Pharma, Inc. - Common Stock",VINC,N
VINE,N,"",A, ,VINE,Y,N,100,"Fresh Vine Wine, Inc. Common Stock",VINE,N
"",N,N,Q,S,VINO,Y,N,100,"Gaucho Group Holdings, Inc. - Common Stock",VINO,N
"",N,N,Q,Q,VINP,Y,N,100,Vinci Partners Investments Ltd. - Class A Common Shares,VINP,N
VIOG,Y,"",P, ,VIOG,Y,N,100,Vanguard S&P Small-Cap 600 Growth ETF,VIOG,N
VIOO,Y,"",P, ,VIOO,Y,N,100,Vanguard S&P Small-Cap 600 ETF,VIOO,N
"",N,N,Q,Q,VIOT,Y,N,100,"Viomi Technology Co., Ltd - American Depositary Shares",VIOT,N
VIOV,Y,"",P, ,VIOV,Y,N,100,Vanguard S&P Small-Cap 600 Value ETF,VIOV,N
VIPS,N,"",N, ,VIPS,Y,N,100,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",VIPS,N
"",N,N,Q,Q,VIR,Y,N,100,"Vir Biotechnology, Inc. - Common Stock",VIR,N
"",N,N,Q,G,VIRC,Y,N,100,Virco Manufacturing Corporation - Common Stock,VIRC,N
"",N,D,Q,S,VIRI,Y,N,100,"Virios Therapeutics, Inc. - Common Stock",VIRI,N
VIRS,Y,"",Z, ,VIRS,Y,N,100,Pacer BioThreat Strategy ETF,VIRS,N
"",N,N,Q,Q,VIRT,Y,N,100,"Virtu Financial, Inc. - Class A Common Stock",VIRT,N
"",N,N,Q,Q,VIRX,Y,N,100,"Viracta Therapeutics, Inc. - Common Stock",VIRX,N
VIS,Y,"",P, ,VIS,Y,N,100,Vanguard Industrials ETF,VIS,N
"",N,D,Q,S,VISL,Y,N,100,"Vislink Technologies, Inc. - Common Stock",VISL,N
VIST,N,"",N, ,VIST,Y,N,100,"Vista Energy S.A.B. de C.V. American Depositary Shares, each representing one series A share, with no par value",VIST,N
"",N,N,Q,G,VITL,Y,N,100,"Vital Farms, Inc. - Common Stock",VITL,N
VIV,N,"",N, ,VIV,Y,N,100,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),VIV,N
"",N,D,Q,S,VIVE,Y,N,100,"Viveve Medical, Inc. - Common Stock",VIVE,N
"",N,N,Q,S,VIVK,Y,N,100,"Vivakor, Inc. - Common Stock",VIVK,N
"",N,N,Q,Q,VIVO,Y,N,100,Meridian Bioscience Inc. - Common Stock,VIVO,N
VIXM,Y,"",Z, ,VIXM,Y,N,100,ProShares Trust VIX Mid-Term Futures ETF,VIXM,N
VIXY,Y,"",Z, ,VIXY,Y,N,100,ProShares Trust VIX Short-Term Futures ETF,VIXY,N
"",N,N,Q,S,VJET,Y,N,100,voxeljet AG - American Depositary Shares,VJET,N
VKI,N,"",A, ,VKI,Y,N,100,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),VKI,N
VKQ,N,"",N, ,VKQ,Y,N,100,Invesco Municipal Trust Common Stock,VKQ,N
"",N,N,Q,S,VKTX,Y,N,100,"Viking Therapeutics, Inc. - Common Stock",VKTX,N
"",N,N,Q,S,VLAT,Y,N,100,Valor Latitude Acquisition Corp. - Class A Ordinary Shares,VLAT,N
"",N,N,Q,S,VLATU,Y,N,100,Valor Latitude Acquisition Corp. - Unit,VLATU,N
"",N,N,Q,S,VLATW,Y,N,100,Valor Latitude Acquisition Corp. - Warrant,VLATW,N
"",N,N,Q,S,VLCN,Y,N,100,"Volcon, Inc. - Common stock",VLCN,N
VLD,N,"",N, ,VLD,Y,N,100,"Velo3D, Inc. Common Stock",VLD,N
VLD.WS,N,"",N, ,VLD+,Y,N,100,"Velo3D, Inc. Redeemable warrants, each whole warrant exercisable for one share of Common Stock at an exercise price of $11.50",VLD.W,N
"",N,N,Q,Q,VLDR,Y,N,100,"Velodyne Lidar, Inc. - Common Stock",VLDR,N
"",N,N,Q,Q,VLDRW,Y,N,100,"Velodyne Lidar, Inc. - Warrant",VLDRW,N
"",N,N,Q,Q,VLGEA,Y,N,100,"Village Super Market, Inc. - Class A Common Stock",VLGEA,N
VLN,N,"",N, ,VLN,Y,N,100,Valens Semiconductor Ltd. Ordinary Shares,VLN,N
VLN.WS,N,"",N, ,VLN+,Y,N,100,"Valens Semiconductor Ltd. Warrants, each warrant to purchase one-half of one Ordinary Share",VLN.W,N
"",N,D,Q,S,VLNS,Y,N,100,"The Valens Company, Inc. - Common Shares",VLNS,N
VLO,N,"",N, ,VLO,Y,N,100,Valero Energy Corporation Common Stock,VLO,N
"",N,D,Q,S,VLON,Y,N,100,Vallon Pharmaceuticals Inc. - Common Stock,VLON,N
VLRS,N,"",N, ,VLRS,Y,N,100,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates",VLRS,N
VLT,N,"",N, ,VLT,Y,N,100,Invesco High Income Trust II,VLT,N
VLTA,N,"",N, ,VLTA,Y,N,100,"Volta, Inc. Class A Common Stock",VLTA,N
VLTA.WS,N,"",N, ,VLTA+,Y,N,100,Volta Inc. Warrants,VLTA.W,N
VLU,Y,"",P, ,VLU,Y,N,100,SPDR S&P 1500 Value Tilt ETF,VLU,N
VLUE,Y,"",Z, ,VLUE,Y,N,100,iShares MSCI USA Value Factor ETF,VLUE,N
"",N,N,Q,Q,VLY,Y,N,100,Valley National Bancorp - Common Stock,VLY,N
"",N,N,Q,Q,VLYPO,Y,N,100,Valley National Bancorp - 5.5% Fixed to Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,VLYPO,N
"",N,N,Q,Q,VLYPP,Y,N,100,Valley National Bancorp - 6.25% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,VLYPP,N
"",N,N,Q,S,VMAR,Y,N,100,Vision Marine Technologies Inc. - Common Shares,VMAR,N
VMAT,Y,"",Z, ,VMAT,Y,N,100,Managed Portfolio Series V-Shares MSCI World ESG Materiality and Carbon Transition ETF,VMAT,N
"",Y,N,Q,G,VMBS,Y,N,100,Vanguard Mortgage-Backed Securities ETF,VMBS,N
VMC,N,"",N, ,VMC,Y,N,100,Vulcan Materials Company (Holding Company) Common Stock,VMC,N
"",N,N,Q,G,VMCA,Y,N,100,Valuence Merger Corp. I - Class A Ordinary Shares,VMCA,N
"",N,N,Q,G,VMCAU,Y,N,100,Valuence Merger Corp. I - Unit,VMCAU,N
"",N,N,Q,G,VMCAW,Y,N,100,Valuence Merger Corp. I - Warrant,VMCAW,N
"",N,N,Q,S,VMD,Y,N,100,"Viemed Healthcare, Inc. - Common Shares",VMD,N
"",N,N,Q,Q,VMEO,Y,N,100,"Vimeo, Inc. - Common Stock",VMEO,N
"",N,N,Q,G,VMGA,Y,N,100,VMG Consumer Acquisition Corp. - Class A Common Stock,VMGA,N
"",N,N,Q,G,VMGAU,Y,N,100,VMG Consumer Acquisition Corp. - Unit,VMGAU,N
"",N,N,Q,G,VMGAW,Y,N,100,VMG Consumer Acquisition Corp. - Warrant,VMGAW,N
VMI,N,"",N, ,VMI,Y,N,100,"Valmont Industries, Inc. Common Stock",VMI,N
VMO,N,"",N, ,VMO,Y,N,100,Invesco Municipal Opportunity Trust Common Stock,VMO,N
VMOT,Y,"",Z, ,VMOT,Y,N,100,Alpha Architect Value Momentum Trend ETF,VMOT,N
VMW,N,"",N, ,VMW,Y,N,100,"Vmware, Inc. Common stock, Class A",VMW,N
VNAM,Y,"",P, ,VNAM,Y,N,100,Global X Funds Global X MSCI Vietnam ETF,VNAM,N
VNCE,N,"",N, ,VNCE,Y,N,100,Vince Holding Corp. Common Stock,VNCE,N
"",N,N,Q,G,VNDA,Y,N,100,Vanda Pharmaceuticals Inc. - Common Stock,VNDA,N
"",N,N,Q,Q,VNET,Y,N,100,"VNET Group, Inc. - American Depositary Shares",VNET,N
VNLA,Y,"",P, ,VNLA,Y,N,100,Janus Henderson Short Duration Income ETF,VNLA,N
VNM,Y,"",Z, ,VNM,Y,N,100,VanEck Vietnam ETF,VNM,N
VNMC,Y,"",P, ,VNMC,Y,N,100,Natixis Vaughan Nelson Mid Cap ETF,VNMC,N
VNO,N,"",N, ,VNO,Y,N,100,Vornado Realty Trust Common Stock,VNO,N
VNOpL,N,"",N, ,VNO-L,Y,N,100,Vornado Realty Trust Pfd Ser L %,VNO$L,N
VNOpM,N,"",N, ,VNO-M,Y,N,100,"Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest, liquidation preference $25.00 per share, no par value per share",VNO$M,N
VNOpN,N,"",N, ,VNO-N,Y,N,100,"Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest, liquidation preference $25.00 per share",VNO$N,N
VNOpO,N,"",N, ,VNO-O,Y,N,100,"Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares, Liquidation Preference $25.00 Per Share",VNO$O,N
"",N,N,Q,Q,VNOM,Y,N,100,Viper Energy Partners LP - Common Unit,VNOM,N
VNQ,Y,"",P, ,VNQ,Y,N,100,Vanguard Real Estate ETF,VNQ,N
"",Y,N,Q,G,VNQI,Y,N,100,Vanguard Global ex-U.S. Real Estate ETF,VNQI,N
VNRX,N,"",A, ,VNRX,Y,N,100,VolitionRX Limited Common Stock,VNRX,N
VNSE,Y,"",P, ,VNSE,Y,N,100,Natixis Vaughan Nelson Select ETF,VNSE,N
VNT,N,"",N, ,VNT,Y,N,100,Vontier Corporation Common Stock ,VNT,N
VNTR,N,"",N, ,VNTR,Y,N,100,Venator Materials PLC Ordinary Shares,VNTR,N
VO,Y,"",P, ,VO,Y,N,100,Vanguard Mid-Cap ETF,VO,N
VOC,N,"",N, ,VOC,Y,N,100,VOC Energy Trust Units of Beneficial Interest,VOC,N
"",N,N,Q,Q,VOD,Y,N,100,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,VOD,N
VOE,Y,"",P, ,VOE,Y,N,100,Vanguard Mid-Cap Value ETF,VOE,N
"",Y,N,Q,G,VONE,Y,N,100,Vanguard Russell 1000 ETF,VONE,N
"",Y,N,Q,G,VONG,Y,N,100,Vanguard Russell 1000 Growth ETF,VONG,N
"",Y,N,Q,G,VONV,Y,N,100,Vanguard Russell 1000 Value ETF,VONV,N
VOO,Y,"",P, ,VOO,Y,N,100,Vanguard S&P 500 ETF,VOO,N
VOOG,Y,"",P, ,VOOG,Y,N,100,Vanguard S&P 500 Growth ETF,VOOG,N
VOOV,Y,"",P, ,VOOV,Y,N,100,Vanguard S&P 500 Value ETF,VOOV,N
"",N,N,Q,Q,VOR,Y,N,100,Vor Biopharma Inc. - Common Stock,VOR,N
"",N,N,Q,G,VORB,Y,N,100,"Virgin Orbit Holdings, Inc. - Common Stock",VORB,N
"",N,N,Q,G,VORBW,Y,N,100,"Virgin Orbit Holdings, Inc. - Warrant",VORBW,N
VOT,Y,"",P, ,VOT,Y,N,100,Vanguard Mid-Cap Growth ETF,VOT,N
VOTE,Y,"",Z, ,VOTE,Y,N,100,Engine No. 1 Transform 500 ETF,VOTE,N
VOX,Y,"",P, ,VOX,Y,N,100,Vanguard Communication Services  ETF,VOX,N
"",N,N,Q,S,VOXR,Y,N,100,Vox Royalty Corp. - common stock,VOXR,N
"",N,N,Q,Q,VOXX,Y,N,100,VOXX International Corporation - Class A Common Stock,VOXX,N
VOYA,N,"",N, ,VOYA,Y,N,100,"Voya Financial, Inc. Common Stock",VOYA,N
VOYApB,N,"",N, ,VOYA-B,Y,N,100,"Voya Financial, Inc. Depositary Shares, each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock, Series B",VOYA$B,N
VPC,Y,"",P, ,VPC,Y,N,100,Virtus Private Credit Strategy ETF,VPC,N
"",N,N,Q,S,VPCB,Y,N,100,VPC Impact Acquisition Holdings II - Class A ordinary shre,VPCB,N
"",N,N,Q,S,VPCBU,Y,N,100,VPC Impact Acquisition Holdings II - Unit,VPCBU,N
"",N,N,Q,S,VPCBW,Y,N,100,VPC Impact Acquisition Holdings II - Warrant,VPCBW,N
VPG,N,"",N, ,VPG,Y,N,100,"Vishay Precision Group, Inc. Common Stock",VPG,N
VPL,Y,"",P, ,VPL,Y,N,100,Vanguard FTSE Pacific ETF,VPL,N
"",Y,N,Q,G,VPN,Y,N,100,Global X Data Center REITs & Digital Infrastructure ETF,VPN,N
VPU,Y,"",P, ,VPU,Y,N,100,Vanguard Utilities ETF,VPU,N
VPV,N,"",N, ,VPV,Y,N,100,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),VPV,N
"",N,D,Q,S,VQS,Y,N,100,VIQ Solutions Inc. - Common Shares,VQS,N
"",Y,N,Q,G,VR,Y,N,100,Global X Metaverse ETF,VR,N
"",N,N,Q,Q,VRA,Y,N,100,"Vera Bradley, Inc. - Common Stock",VRA,N
VRAI,Y,"",P, ,VRAI,Y,N,100,Virtus Real Asset Income ETF,VRAI,N
"",N,N,Q,S,VRAR,Y,N,100,"The Glimpse Group, Inc. - Common Stock",VRAR,N
"",N,N,Q,S,VRAX,Y,N,100,Virax Biolabs Group Limited - Ordinary Shares,VRAX,N
"",N,N,Q,G,VRAY,Y,N,100,"ViewRay, Inc. - Common Stock",VRAY,N
"",N,N,Q,G,VRCA,Y,N,100,Verrica Pharmaceuticals Inc. - Common Stock,VRCA,N
"",N,N,Q,S,VRDN,Y,N,100,"Viridian Therapeutics, Inc.  - Common Stock",VRDN,N
VRE,N,"",N, ,VRE,Y,N,100,"Veris Residential, Inc. Common Stock",VRE,N
